,borough,ntaname,food_scrap_drop_off_site,location,hosted_by,open_months,operation_day_hours,website,borocd,councildist,latitude,longitude,precinct,object_id,location_point,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,notes,ct2010,bbl,bin
444,Manhattan,Hamilton Heights-Sugar Hill,Maggie's Garden,564 W 149th St,Maggie's Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),,109,7,40.8285158,-73.9481163,30,3392,"{'type': 'Point', 'coordinates': [-73.9481163, 40.8285158]}",4.0,23.0,19.0,12428.0,37.0,"Not accepted: meat, bones, or dairy",233.0,1020800058.0,1000000.0
445,Bronx,University Heights (South)-Morris Heights,*CLOSED FOR THE SEASON* Francis Martin Library,"2150 University Avenue Bronx, NY 10453",,Year Round,Monday (Start Time: 12:00 PM - End Time:  1:00 PM),https://www.nypl.org/locations/francis-martin,205,14,40.8575626,-73.909437,46,3743,"{'type': 'Point', 'coordinates': [-73.909437, 40.8575626]}",5.0,29.0,29.0,10931.0,6.0,"Not accepted: meat, bones, or dairy",,,
446,Brooklyn,Crown Heights (North),NE Corner of Rochester Avenue & Bergen Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,41,,,77,3479,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
447,Manhattan,Chinatown-Two Bridges,East Broadway & Rutgers Street,"East side of Rutgers St b/w East Broadway & Canal St, on the west side of Straus Sq",NYC Compost Project Hosted by LES Ecology Center,Year Round,Thursdays (Start Time: 9:00 AM - End Time:  2:00 PM),https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,40.714243,-73.990163,7,3286,"{'type': 'Point', 'coordinates': [-73.990163, 40.714243]}",4.0,32.0,4.0,11723.0,70.0,"Not accepted: meat, bones, or dairy",,,
448,Queens,Astoria (Central),31 St between 31 Ave and Broadway,31 St between 31 Ave and Broadway,Department of Sanitation,Year Round,24/7,www.smartcompost.nyc,401,22,40.76258,-73.92502,114,3303,"{'type': 'Point', 'coordinates': [-73.92502, 40.76258]}",3.0,4.0,72.0,16863.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
449,Bronx,Tremont,Mary Mitchell Center,"2007 Mapes Ave, Bronx, NY 10460",Mary Mitchell Family & Youth Center,Year Round,Monday-Friday (Start Time: 9:00 AM - End Time:  5:00 PM),http://themarymitchellfyc.org/,206,15,40.844901,-73.887287,48,3755,"{'type': 'Point', 'coordinates': [-73.887287, 40.844901]}",5.0,43.0,31.0,11269.0,35.0,"Not accepted: meat, bones, or dairy",,,
450,Queens,Astoria (East)-Woodside (North),Moore-Jackson Cemetery/Garden,"51st Street between 31st and 32nd Avenue, Woodside, NY 11377",Members at Moore-Jackson Garden,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  12:00 PM),https://www.facebook.com/MooreJacksonNYC/,401,25,40.756149,-73.907915,114,3360,"{'type': 'Point', 'coordinates': [-73.907915, 40.756149]}",3.0,33.0,72.0,14787.0,39.0,"Not accepted: meat, bones, or dairy",,,
451,Brooklyn,Bushwick (West),NW Corner of Central Avenue & Stanhope Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3639,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
452,Queens,Astoria (Central),SE Corner of 31st Ave & 36th Street,31st Ave & 36th Street SE,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,40.76236315,-73.91936067,114,3318,"{'type': 'Point', 'coordinates': [-73.91936067, 40.76236315]}",3.0,4.0,72.0,16863.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
453,Queens,Old Astoria-Hallets Point,SE Corner of 27 Avenue & 1 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3347,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
454,Brooklyn,East Williamsburg,Farm To People,"1100 Flushing Ave, Brooklyn, NY 11237",Farm to People,Year Round,"Sundays and Mondays (Start Time: Sunday: 9AM, Monday: 1PM - End Time:  Sunday: 1PM, Monday:7PM)",,301,34,40.7054315,-73.9269348,90,3624,"{'type': 'Point', 'coordinates': [-73.9269348, 40.7054315]}",2.0,30.0,56.0,13828.0,36.0,"Not accepted: meat, bones, or dairy",,,
455,Bronx,Fordham Heights,NW Corner of Valentine Avenue & E 183 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,205,15,,,46,3738,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
456,Brooklyn,Bedford-Stuyvesant (East),NW Corner of Malcolm X Boulevard & Lafayette Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,81,3474,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
457,Queens,Astoria (Central),NW  Corner of 31st Street & Broadway,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3325,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
458,Brooklyn,Bedford-Stuyvesant (West),NE Corner of Bedford Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3523,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
459,Brooklyn,Bay Ridge,4th Avenue Presbyterian Church,"6753 4th Avenue, Brooklyn, NY 11220",4th Avenue Presbyterian Church,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),,310,47,40.635514,-74.022767,68,3802,"{'type': 'Point', 'coordinates': [-74.022767, 40.635514]}",2.0,44.0,41.0,18180.0,10.0,"Not accepted: meat, bones, or dairy",,,
460,Manhattan,Chelsea-Hudson Yards,Hudson River Park Pier 66 at W 26 St,Pier 66 at W 26 St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,40.752222,-74.008278,10,3538,"{'type': 'Point', 'coordinates': [-74.008278, 40.752222]}",4.0,10.0,6.0,12074.0,12.0,"Not accepted: meat, bones, or dairy",,,
461,Queens,Douglaston-Little Neck,St. Anastasia Roman Catholic Church,246-02 Northern Blvd; Enter the path to the right of the school yard to the student garden,St. Anastasia Roman Catholic Church,Year Round,Fridays and Saturdays (Start Time: Fridays 8 AM; Saturdays 12 PM - End Time:  Fridays 12 PM; Saturdays 12:30 PM),https://www.sta.nyc/,411,19,40.7657836,-73.7408196,111,3816,"{'type': 'Point', 'coordinates': [-73.7408196, 40.7657836]}",3.0,20.0,69.0,14197.0,26.0,"Not accepted: meat, bones, or dairy",,,
462,Manhattan,Washington Heights (South),SW Corner of Audubon Avenue & W 169th St,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,,,33,3584,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
463,Bronx,Melrose,*CLOSED FOR THE SEASON* Lincoln Hospital Greenmarket,149th St between Park Ave and Morris Ave,GrowNYC,Spring - November 19,Fridays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,201,17,40.817685,-73.924225,40,3684,"{'type': 'Point', 'coordinates': [-73.924225, 40.817685]}",5.0,43.0,23.0,10929.0,49.0,"Not accepted: meat, bones, or dairy",,,
464,Brooklyn,Crown Heights (North),NW Corner of Rogers Avenue & Sterling Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,36,,,77,3491,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
465,Manhattan,East Harlem (South),SE Corner of E 106 Street & 3 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,,,23,3452,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
466,Brooklyn,Bushwick (East),NE Corner of Bushwick Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3656,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
467,Bronx,Pelham Bay-Country Club-City Island,SW Corner of Jarvis Avenue & Roberts Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,210,13,,,45,3787,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
468,Brooklyn,East New York-New Lots,East New York Farms: 400 Montauk Ave Block Association Garden,"392 Montauk Ave., Brooklyn, NY 11208",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),ucceny.org/enyf-old/compost/,305,42,40.66845,-73.87674,75,3728,"{'type': 'Point', 'coordinates': [-73.87674, 40.66845]}",2.0,25.0,47.0,17215.0,45.0,"Not accepted: meat, bones, or dairy",,,
469,Manhattan,East Harlem (North),SW Corner of E 123 Street & 2 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,,,25,3441,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
470,Queens,Ridgewood,Ridgewood,Cypress Ave btw Myrtle Ave. and Putnam Ave.,GrowNYC,Year Round,Saturdays (Start Time: 9:30 AM - End Time:  1:30 PM),grownyc.org/compost,405,34,40.7003,-73.906675,104,3671,"{'type': 'Point', 'coordinates': [-73.906675, 40.7003]}",3.0,30.0,62.0,15310.0,54.0,"Not accepted: meat, bones, or dairy",,,
471,Bronx,Mount Eden-Claremont (West),SE Corner of E 171 Street & Walton Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,204,16,,,44,3703,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
472,Manhattan,Harlem (South),SW Corner of W 122 Street & Malcolm X Blvd,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,28,3424,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
473,Queens,South Jamaica,Discovery Community Garden,"108-56 Union Hall St, Jamaica, NY 11433",NYC Compost Project Hosted by Big Reuse,Year Round,Wednesdays (Start Time: 1:00 PM - End Time:  3:00 PM),,412,28,40.6944987,-73.7913159,103,3819,"{'type': 'Point', 'coordinates': [-73.7913159, 40.6944987]}",3.0,46.0,61.0,24668.0,41.0,"Not accepted: meat, bones, or dairy",,,
474,Staten Island,West New Brighton-Silver Lake-Grymes Hill,SW Corner of Campbell Avenue & Henderson Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,501,49,,,120,3834,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
475,Bronx,Bedford Park,*CLOSED FOR THE SEASON* James Baldwin Outdoor Learning Center,"100 W Mosholu Pkwy S, The Bronx, NY 10468",Volunteers at James Baldwin Outdoor Learning Center,Spring - Fall,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),https://www.jamesbaldwinoutdoorlearningcenter.org/,207,11,40.88207,-73.88825,52,3767,"{'type': 'Point', 'coordinates': [-73.88825, 40.88207]}",5.0,40.0,34.0,11606.0,24.0,"Site entrance is on the Goulden Ave side of campus. Not accepted: meat, bones, or dairy",,,
476,Manhattan,Financial District-Battery Park City,SmartComposting: John & Williams Streets,John and William Streets (Northwest corner),Alliance for Downtown New York,Year Round,24/7,https://downtownny.com/compost/,101,1,40.70888,-74.00721,1,3274,"{'type': 'Point', 'coordinates': [-74.00721, 40.70888]}",4.0,32.0,1.0,13096.0,56.0,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",,,
477,Brooklyn,Prospect Heights,NE Corner of Flatbush Avenue & Prospect place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,78,3552,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
478,Brooklyn,East Flatbush-Erasmus,Rogers / Tilden / Veronica Place Garden,"2601 - 2603 Tilden Avenue, Brooklyn 11226",Rogers / Tilden / Veronica Place Garden,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),,317,40,40.6472062,-73.9526235,67,3723,"{'type': 'Point', 'coordinates': [-73.9526235, 40.6472062]}",2.0,11.0,40.0,13510.0,61.0,"Not accepted: meat, bones, or dairy",,,
479,Bronx,Throgs Neck-Schuylerville,The Garden at Preston,"2780 Schurz Ave, The Bronx, NY 10465 (Intersection of Schurz Avenue and Huntington Avenue)",Northeast Bronx Farmers Market Project,March- November,Tuesdays (Start Time: 4:00 PM - End Time:  7:00 PM),https://www.facebook.com/northeastbronxcommunityfarmersmarket/,210,13,40.8139813,-73.8190803,45,3784,"{'type': 'Point', 'coordinates': [-73.8190803, 40.8139813]}",5.0,12.0,28.0,11274.0,43.0,"Not accepted: meat, bones, or dairy",,,
480,Brooklyn,Bedford-Stuyvesant (East),Bed Stuy Fresh Food Box,Decatur St and Lewis Ave,GrowNYC,Year Round,Saturdays (Start Time: 11:00 AM - End Time:  3:00 PM),grownyc.org/compost,303,36,40.68133,-73.93481,81,3464,"{'type': 'Point', 'coordinates': [-73.93481, 40.68133]}",2.0,49.0,52.0,13516.0,69.0,"Not accepted: meat, bones, or dairy",273.0,,
481,Brooklyn,Sunset Park (Central),Sunset Park FSDO,7th Ave & 44th St,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,307,38,40.646152,-74.002213,72,3607,"{'type': 'Point', 'coordinates': [-74.002213, 40.646152]}",2.0,7.0,45.0,18180.0,9.0,"Not accepted: meat, bones, or dairy",,,
482,Manhattan,Morningside Heights,SE Corner of W 123 Street & Amsterdam Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,,,26,3596,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
483,Manhattan,Harlem (North),NW Corner of W 135 Street & 5 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,32,3409,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
484,Queens,Astoria (Central),36-04 31 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,22,,,114,3332,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
485,Brooklyn,Bushwick (West),NE Corner of Knickerbocker Avenue & Starr Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,34,,,83,3635,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
486,Queens,Queensbridge-Ravenswood-Dutch Kills,SW Corner of 24th St & 34th Ave,24th St & 34th Ave SW Corner,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,401,26,40.76154874,-73.93188491,114,3364,"{'type': 'Point', 'coordinates': [-73.93188491, 40.76154874]}",3.0,33.0,72.0,16863.0,39.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
487,Manhattan,Inwood Hill Park,Inwood Greenmarket,Seaman Ave and Isham St (N corner),GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),grownyc.org/compost,112,10,40.870106,-73.920792,34,3570,"{'type': 'Point', 'coordinates': [-73.920792, 40.870106]}",4.0,39.0,22.0,13092.0,47.0,"Not accepted: meat, bones, or dairy",,,
488,Brooklyn,East Flatbush-Remsen Village,Howard Garden,750 Howard Avenue,Howard Garden,April - October,Fridays (Start Time: 9:00 AM - End Time:  10:00 AM),,316,41,40.6636288,-73.9190362,73,3459,"{'type': 'Point', 'coordinates': [-73.9190362, 40.6636288]}",2.0,17.0,46.0,17614.0,55.0,"Not accepted: meat, bones, or dairy",892.0,3035500043.0,3000000.0
489,Brooklyn,Crown Heights (North),Franklin Avenue & Prospect Place,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,308,35,,,77,3496,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
490,Queens,Astoria (Central),31 St between 31 Ave and Broadway,31 St between 31 Ave and Broadway,Department of Sanitation,Year Round,24/7,www.smartcompost.nyc,401,22,40.76294,-73.92446,114,3293,"{'type': 'Point', 'coordinates': [-73.92446, 40.76294]}",3.0,4.0,72.0,16863.0,39.0,"Need key to access bin: sign-up at www.smartcompost.nyc/sign-up. Accepts all food scraps, inlcuding meat and dairy. Do not leave food scraps outside of bin!",,,
491,Queens,Astoria (Central),PS 17 Wellness Council & Q300 Green Team,"28-37 29th Street, Queens, NY, 11102",Volunteers at PS17,September - June,Mondays (Start Time: 1:30 PM - End Time:  3:30 PM),https://www.ps17queens.com/,401,22,40.767878,-73.923199,114,3306,"{'type': 'Point', 'coordinates': [-73.923199, 40.767878]}",3.0,4.0,72.0,16859.0,39.0,"Not accepted: meat, bones, or dairy",,,
492,Bronx,Belmont,NW Corner of E 183 Street & Washington Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,206,15,,,48,3760,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
493,Brooklyn,Bushwick (West),EL Garden,"120 Jefferson St, Brooklyn, NY 11206",EL Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),https://www.facebook.com/elgardenbushwickpage/,304,34,40.69955,-73.93066,83,3628,"{'type': 'Point', 'coordinates': [-73.93066, 40.69955]}",2.0,30.0,53.0,17213.0,42.0,"Not accepted: meat, bones, or dairy",,,
494,Bronx,Concourse-Concourse Village,NW Corner of Morris Avenue & East 163 Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,204,16,,,44,3691,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
495,Manhattan,Hell's Kitchen,Hudson River Park's Pier 84 at W. 44th St.,Pier 84 at W. 44th St. near dog park,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,40.76346,-74.00025,18,3542,"{'type': 'Point', 'coordinates': [-74.00025, 40.76346]}",4.0,10.0,10.0,,12.0,"Not accepted: meat, bones, or dairy",,,
496,Manhattan,Hamilton Heights-Sugar Hill,NW Corner of Amsterdam Avenue & W 152 Street,NW Amsterdam Avenue & W 152 Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,40.82979403,-73.94453757,30,3395,"{'type': 'Point', 'coordinates': [-73.94453757, 40.82979403]}",4.0,23.0,19.0,12428.0,37.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
497,Brooklyn,Bedford-Stuyvesant (West),SW Corner of Throop Avenue & Halsey Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3527,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
498,Manhattan,Harlem (North),NW Corner of W 141 Street & Fredrick Douglas Blvd,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,32,3410,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
499,Manhattan,East Harlem (North),Pleasant Village Community Garden,o	Along gates on the southside of 119th Street between Pleasant Avenue and FDR Drive,Pleasant Village Community Garden,Year Round,Every day (Start Time: Dawn - End Time:  Dusk),http://facebook.com/pleasantvillagecommunitygarden,111,8,40.796764,-73.931341,25,3432,"{'type': 'Point', 'coordinates': [-73.931341, 40.796764]}",4.0,35.0,16.0,13093.0,7.0,"Not accepted: meat, bones, or dairy",,,
500,Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,Rossville,Gladwin St and Pitney Ave,Snug Harbor Youth,Year Round,Mondays (Start Time: 12:00 PM - End Time:  2:00 PM),https://snug-harbor.org/,503,51,40.530764,-74.222539,123,3806,"{'type': 'Point', 'coordinates': [-74.222539, 40.530764]}",1.0,9.0,77.0,10696.0,15.0,"Not accepted: meat, bones, or dairy",226.0,,
501,Queens,Glendale,Glendale Community Garden,"74-10 88th St, Glendale, NY 11385",Volunteers at Glendale Community Garden,Year Round,Fridays and Saturdays (Start Time: 11:00 AM - End Time:  4:00 PM),,405,32,40.707547,-73.864884,104,3674,"{'type': 'Point', 'coordinates': [-73.864884, 40.707547]}",3.0,34.0,62.0,15310.0,54.0,"Not accepted: meat, bones, or dairy",,,
502,Manhattan,Washington Heights (South),NE Corner of West 174th Street & Fort Washington Avenue,NE West 174th Street & Fort Washington Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,40.84608111,-73.94016188,33,3580,"{'type': 'Point', 'coordinates': [-73.94016188, 40.84608111]}",4.0,39.0,21.0,13091.0,47.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
503,Bronx,Mount Eden-Claremont (West),New Settlement- 170 Farm Stand,New Settlement Community Center 1501 Jerome Ave.,New Settlement- 170 Farm Stand,July 14th-November 24th,Wednesdays (Start Time: 2:30 PM - End Time:  5:00 PM),http://www.newsettlementcommunitycenter.org/,204,16,40.840005,-73.916636,44,3696,"{'type': 'Point', 'coordinates': [-73.916636, 40.840005]}",5.0,42.0,27.0,10930.0,50.0,"Not accepted: meat, bones, or dairy",,,
504,Staten Island,Westerleigh-Castleton Corners,NW Corner of Houston Street & Willowbrook Road,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,501,50,,,121,3812,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
505,Queens,Forest Hills,Forest Hills Greenmarket,MacDonald Park: Queens Blvd and 70th Ave,GrowNYC and the Forest Hills Green Team,Year Round,Sundays (Start Time: 9:00 AM - End Time:  1:00 PM),grownyc.org/compost,406,29,40.721268,-73.846877,112,3791,"{'type': 'Point', 'coordinates': [-73.846877, 40.721268]}",3.0,28.0,70.0,14786.0,40.0,"Not accepted: meat, bones, or dairy",,,
506,Manhattan,East Harlem (North),NE Corner of East 127th Street & Lexington Avenue,NE East 127th Street & Lexington Avenue,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,111,8,40.80556262,-73.93639237,25,3437,"{'type': 'Point', 'coordinates': [-73.93639237, 40.80556262]}",4.0,36.0,16.0,13093.0,7.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
507,Brooklyn,Bushwick (East),NW Corner of Central Avenue & Covert Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3652,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
508,Brooklyn,Bushwick (East),NW Corner of Bushwick Avenue & Menahan Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,37,,,83,3659,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
509,Queens,Bellerose,Queens County Farm Museum,"73-50 Little Neck Parkway, Queens, NY 11004",Staff at Queens County Farm Museum,Year Round,Every day (Check Calendar of Events at queensfarm.org for dates when admission is charged* (and compost site is not accessible without a ticket). (Start Time: 10:00 AM - End Time:  4:00 PM),http://queensfarm.org/,413,23,40.748406,-73.721002,105,3823,"{'type': 'Point', 'coordinates': [-73.721002, 40.748406]}",3.0,16.0,63.0,24335.0,63.0,"*Farm-wide admission is charged for weekend events on 10-12 days each calendar year. Also, stop by the Farm Store to find a map for the location of tumblers for drop-off. Not accepted: meat, bones, or dairy",,,
510,Manhattan,Harlem (South),SW Corner of W 112 Street & 5 Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,110,9,,,28,3420,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
511,Manhattan,Washington Heights (North),SW Corner of Sickles Street & Nagle Avenue,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,112,10,,,34,3569,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
512,Brooklyn,Bedford-Stuyvesant (East),NE Corner of Lewis Avenue & Bainbridge Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,81,3469,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
513,Manhattan,Financial District-Battery Park City,Bowling Green Greenmarket,"Broadway at Battery Place, New York, NY 10004",NYC Compost Project Hosted by Earth Matter NY,Year Round,Tuesdays (Start Time: 8:00 AM - End Time:  11:00 AM),,101,1,40.7046367,-74.0137794,1,3278,"{'type': 'Point', 'coordinates': [-74.0137794, 40.7046367]}",4.0,32.0,1.0,11725.0,56.0,,,,
514,Manhattan,Chelsea-Hudson Yards,Hudson River Park's 14th Street Park at 10th Ave.,14th Street Park at southwest corner of 15th St. and 10th Ave,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,40.742827,-74.0078384,10,3537,"{'type': 'Point', 'coordinates': [-74.0078384, 40.742827]}",4.0,10.0,6.0,12074.0,12.0,"Not accepted: meat, bones, or dairy",,,
515,Brooklyn,Bushwick (West),NE Corner of Bushwick Avenue & Suydam Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,304,34,,,83,3632,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
516,Brooklyn,Bedford-Stuyvesant (East),SE Corner of Throop Avenue & Hart Street,,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,303,36,,,79,3516,,,,,,,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
517,Brooklyn,Canarsie,Rockaway Parkway,1425 Rockaway Pkwy,GrowNYC,Year Round,Wednesday (Start Time: 10:00 AM - End Time:  2:00 PM),grownyc.org/compost,318,46,40.645419,-73.902365,69,3735,"{'type': 'Point', 'coordinates': [-73.902365, 40.645419]}",2.0,25.0,42.0,13827.0,5.0,,974.0,3081660008.0,3229398.0
518,Manhattan,Manhattanville-West Harlem,NE Corner of Convent Avenue & W 130 Street,NE Convent Avenue & W 130 Street,Department of Sanitation,Year Round,24/7,www.nyc.gov/smartcomposting,109,7,40.81491836,-73.95299658,26,3603,"{'type': 'Point', 'coordinates': [-73.95299658, 40.81491836]}",4.0,23.0,17.0,12424.0,37.0,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",,,
